make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,first_registered_month,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Renault Espace,Van,31600,VAT deductible,1.0,1,,,Grey,metallic,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Air suspension,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Sunroof,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen,Voice Control","ABS,Alarm system,Central door lock,Central door lock with remote control,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6,1598.0,1,5.0,118.0,Pre-registered,,Cloth,Black,1734.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31650,VAT deductible,31771.0,1,,,Silver,metallic,4,7,Automatic,4,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Split rear seats,Tinted windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6,1598.0,1,3.0,118.0,Used,12,Full leather,Brown,1734.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31500,VAT deductible,13000.0,,,,,,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Power windows,Start-stop system","Bluetooth,USB",Alloy wheels,"ABS,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",6,1598.0,1,6.0,118.0,Pre-registered,,,,1659.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31500,,,,,,Black,metallic,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Split rear seats,Start-stop system,Tinted windows","Bluetooth,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6,1598.0,1,7.0,118.0,Pre-registered,24,Part leather,Grey,1734.0,4.7,5.1,4.4,120.0
Renault Espace,Station wagon,31490,,39990.0,,,,Black,,5,,Automatic,,,Diesel,,,,,,,,2,6.0,118.0,Used,12,,,,,,,
Renault Espace,Van,29990,,25000.0,,,,White,,5,5,Automatic,,,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Power windows,Rain sensor,Seat heating,Tinted windows","Bluetooth,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Passenger-side airbag,Power steering,Side airbag,Traction control",,1598.0,2,10.0,119.0,Used,12,,,,,,,
Renault Espace,Van,31490,,39990.0,,,,Black,,5,5,Automatic,,,Diesel,,"Air conditioning,Armrest,Cruise control,Tinted windows",,,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Isofix,Passenger-side airbag,Side airbag",,1600.0,2,3.0,118.0,Used,12,,,,4.6,5.0,4.4,120.0
Renault Espace,Van,29975,VAT deductible,15.0,1,,Yes,White,,5,7,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control,Traffic sign recognition",7,1798.0,0,3.0,165.0,Pre-registered,,Part leather,Black,,7.4,9.2,6.3,168.0
Renault Espace,Van,29975,VAT deductible,15.0,1,,Yes,White,,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heads-up display,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control,Traffic sign recognition",7,1798.0,0,3.0,165.0,Pre-registered,,Part leather,Black,,7.4,9.2,6.3,168.0
Renault Espace,Van,31500,VAT deductible,10100.0,1,,,Black,metallic,5,7,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Split rear seats,Start-stop system,Tinted windows","Bluetooth,Digital radio,MP3,On-board computer,Sound system,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Side airbag,Tire pressure monitoring system,Traction control",6,1598.0,1,3.0,118.0,Used,,Full leather,Brown,1734.0,4.6,5.0,4.4,120.0
Renault Espace,Sedans,29975,VAT deductible,19800.0,1,,Yes,Black,metallic,4,5,Automatic,,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Electric tailgate,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",,1598.0,1,5.0,118.0,Used,,Part leather,,,4.7,5.1,4.4,123.0
Renault Espace,Station wagon,29900,,14600.0,1,,,Black,metallic,5,5,Automatic,4,,Benzine,Euro 6,"Cruise control,Electrically heated windshield,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Tinted windows","Bluetooth,Hands-free equipment,Radio,Sound system,USB","Alloy wheels,Voice Control","ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Head airbag,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",7,1798.0,1,3.0,165.0,Used,,,,1685.0,6.8,8.7,5.7,153.0
Renault Espace,Van,29950,,31501.0,1,2020-06,,Black,metallic,4,5,Automatic,,,Diesel,,"Air conditioning,Automatic climate control,Electrically adjustable seats,Electrically heated windshield,Electric tailgate,Heads-up display,Heated steering wheel,Hill Holder,Leather steering wheel,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows","Digital radio,Sound system","Alloy wheels,Voice Control","Adaptive Cruise Control,Blind spot monitor,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Side airbag,Traction control,Traffic sign recognition",6,1598.0,2,6.0,118.0,Used,,,,1659.0,,,,
Renault Espace,Van,29900,,36147.0,,,,Black,metallic,5,,Automatic,4,,Diesel,,,,,,,1598.0,2,11.0,118.0,Used,,,,,,,,
Renault Espace,Van,29900,,11107.0,,,,Grey,metallic,5,,Automatic,4,,Diesel,,,,,,,1598.0,1,2.0,118.0,Used,,,,,,,,
Renault Espace,Van,29900,,25317.0,1,,,Grey,,5,7,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Power windows,Seat heating,Start-stop system","Bluetooth,Digital radio,Radio,USB","Alloy wheels,Touch screen","ABS,Blind spot monitor,Driver-side airbag,Electronic stability control,Emergency brake assistant,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traffic sign recognition",6,1598.0,1,3.0,118.0,Used,,,,1734.0,4.7,5.1,4.4,120.0
Renault Espace,Van,29900,VAT deductible,17500.0,2,2020-12,,Black,metallic,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Heated steering wheel,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,Radio,USB","Alloy wheels,Touch screen","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1598.0,2,12.0,118.0,Used,,Full leather,,1734.0,4.7,5.1,4.4,125.0
Renault Espace,Van,29900,Price negotiable,28000.0,1,,,Black,metallic,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Air suspension,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Sound system,USB","Alloy wheels,Touch screen,Voice Control,Winter tyres","ABS,Alarm system,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Head airbag,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6,1598.0,1,6.0,118.0,Used,12,Full leather,,1734.0,4.6,5.0,4.4,120.0
Renault Espace,Van,29799,VAT deductible,9000.0,1,,,Grey,metallic,5,7,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Split rear seats,Start-stop system,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Sound system","Alloy wheels,Voice Control","ABS,Adaptive headlights,Blind spot monitor,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Head airbag,Isofix,Lane departure warning system,LED Headlights,Night view assist,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1598.0,1,6.0,118.0,Used,,Full leather,Black,1734.0,,5.0,4.4,120.0
Renault Espace,,29750,,10.0,,,,Grey,,5,,Automatic,4,,Benzine,,,,,,7,1798.0,,,165.0,Used,,,,,,,,
Renault Espace,Sedans,30900,,,,,,White,uni/basic,5,7,Automatic,4,front,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag",6,1600.0,1,6.0,118.0,Pre-registered,24,Part leather,Black,,,,,
Renault Espace,Van,30900,VAT deductible,850.0,,,,White,,5,,Automatic,,,Benzine,,,,,,,,1,8.0,,Used,12,,,,6.8,,,
Renault Espace,Van,29900,VAT deductible,19946.0,,,Yes,Silver,metallic,5,7,Automatic,,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Heads-up display,Light sensor,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,Radio",Alloy wheels,"ABS,Adaptive headlights,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control",,1798.0,1,5.0,165.0,Used,,,,,6.8,8.7,5.7,153.0
Renault Espace,Van,30880,VAT deductible,14900.0,1,,,Black,metallic,5,7,Automatic,4,front,Benzine,Euro 6,"Cruise control,Hill Holder,Park Distance Control,Parking assist system camera,Power windows",,,"Blind spot monitor,Daytime running lights,Driver-side airbag,Immobilizer,LED Daytime Running Lights,Passenger-side airbag",7,1618.0,2,4.0,147.0,Demonstration,,,,1684.0,5.3,7.8,5.3,140.0
Renault Espace,Van,29900,VAT deductible,27942.0,,,Yes,Silver,metallic,5,7,Automatic,,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Heads-up display,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Adaptive headlights,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control",,1798.0,1,5.0,165.0,Used,,,,,6.8,8.7,5.7,153.0
Renault Espace,Van,31975,VAT deductible,15.0,1,,Yes,White,,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control,Traffic sign recognition",6,1997.0,0,3.0,146.0,Pre-registered,,Part leather,Black,,5.3,6.2,4.7,139.0
Renault Espace,Van,30480,,10279.0,,,,Black,,5,5,Automatic,,,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Power windows,Rain sensor,Tinted windows","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",,1598.0,1,6.0,119.0,Used,12,,,,,,,
Renault Espace,Van,31960,VAT deductible,1510.0,,,Yes,White,metallic,5,7,Automatic,,front,Benzine,,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,Sound system",Alloy wheels,"ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1798.0,0,1.0,165.0,Used,,,,,,,,
Renault Espace,Van,31950,Price negotiable,44355.0,,2020-11,,Black,metallic,4,7,Automatic,4,,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Power windows,Rain sensor,Seat heating,Start-stop system",On-board computer,"Alloy wheels,Trailer hitch","ABS,Tire pressure monitoring system,Traction control",,1598.0,2,1.0,118.0,Used,,Full leather,,1635.0,4.7,5.1,4.4,
Renault Espace,Van,31900,VAT deductible,24000.0,1,2021-06,Yes,Black,metallic,5,7,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Digital radio,Hands-free equipment,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",7,1798.0,1,5.0,165.0,Used,,Part leather,Black,1685.0,6.8,8.7,5.7,153.0
Renault Espace,Van,30590,VAT deductible,23290.0,1,,Yes,White,metallic,5,5,Automatic,,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Auxiliary heating,Cruise control,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heated steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment",Alloy wheels,"ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1798.0,1,8.0,165.0,Used,,,,1820.0,6.8,8.7,5.7,161.0
Renault Espace,,30160,,10.0,,,,Grey,,5,,Automatic,4,,Diesel,,,,,,6,1598.0,,,118.0,Used,,,,,4.6,5.0,4.4,120.0
Renault Espace,Van,30650,VAT deductible,11700.0,,,,Grey,metallic,5,5,Automatic,,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Sport seats,Sport suspension,Touch screen,Voice Control","ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",,1600.0,2,7.0,118.0,Used,,Full leather,Brown,,4.7,5.1,4.4,123.0
Renault Espace,Van,29999,VAT deductible,8000.0,1,,,Black,metallic,5,7,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Split rear seats,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Sound system","Alloy wheels,Voice Control","ABS,Adaptive headlights,Blind spot monitor,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Head airbag,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Night view assist,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1598.0,1,6.0,118.0,Used,,Full leather,Black,1734.0,,5.0,4.4,120.0
Renault Espace,Station wagon,29999,,20880.0,1,,,White,metallic,4,5,Automatic,,,Diesel,Euro 6,"Air conditioning,Automatic climate control,Electrically adjustable seats,Electrical side mirrors,Heads-up display,Leather steering wheel,Light sensor,Multi-function steering wheel,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",,1598.0,2,12.0,118.0,Used,,Full leather,Black,,4.7,5.1,4.4,123.0
Renault Espace,Station wagon,29990,VAT deductible,21678.0,1,2021-06,Yes,Brown,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Digital radio,Hands-free equipment,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",7,1798.0,1,7.0,165.0,Used,,Cloth,Brown,1685.0,6.8,8.7,5.7,153.0
Renault Espace,Van,29990,,9293.0,,,,Grey,,5,5,Automatic,,,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Power windows,Rain sensor,Seat heating,Tinted windows","Bluetooth,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Passenger-side airbag,Power steering,Side airbag,Traction control",,1598.0,1,5.0,119.0,Used,12,,,,,,,
Renault Espace,Van,29990,VAT deductible,21709.0,,,,Grey,,5,,Automatic,,,Diesel,,"Cruise control,Power windows",,Alloy wheels,"ABS,Driver-side airbag,Passenger-side airbag,Side airbag,Traction control",,,2,11.0,,Used,36,,,,4.6,,,
Renault Espace,Station wagon,29990,,26000.0,1,,Yes,Black,metallic,5,7,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Electric tailgate,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Roof rack,Touch screen,Voice Control","ABS,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6,1598.0,2,9.0,118.0,Used,48,Part leather,Black,1734.0,4.7,5.1,4.4,123.0
Renault Espace,Van,29990,VAT deductible,28684.0,,,,Grey,,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Power windows,Seat heating,Start-stop system","Bluetooth,Digital radio,Radio,USB","Alloy wheels,Touch screen","ABS,Blind spot monitor,Driver-side airbag,Electronic stability control,Emergency brake assistant,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traffic sign recognition",6,1598.0,1,10.0,118.0,Used,,,,1734.0,4.7,5.1,4.4,120.0
